co_unidade,nome_cs
6879314,CENTRO DE SAUDE PARAUNA - VENDA NOVA
6879349,CENTRO DE SAUDE CEU AZUL
6879357,CENTRO DE SAUDE SANTO ANTONIO
6879411,CENTRO DE SAUDE SANTA MONICA
6880894,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6880924,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
6880940,CENTRO DE SAUDE CARLOS CHAGAS
6883834,CENTRO DE SAUDE OSWALDO CRUZ
6890709,CENTRO DE SAUDE DOM ORIONE
6892353,CENTRO DE SAUDE MENINO JESUS
6892361,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6893562,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6894615,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6895387,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6895417,CENTRO DE SAUDE NORALDINO DE LIMA
6896154,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6897827,CENTRO DE SAUDE CACHOEIRINHA
6898769,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6898777,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6899676,CENTRO DE SAUDE VENTOSA
6903789,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6905099,CENTRO DE SAUDE OSWALDO CRUZ
6905188,CENTRO DE SAUDE OSWALDO CRUZ
6907512,CENTRO DE SAUDE OSWALDO CRUZ
6909604,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6910912,CENTRO DE SAUDE OSWALDO CRUZ
6910963,CENTRO DE SAUDE CARLOS CHAGAS
6914489,CENTRO DE SAUDE OSWALDO CRUZ
6918913,CENTRO DE SAUDE HORTO
6919502,CENTRO DE SAUDE MENINO JESUS
6919987,CENTRO DE SAUDE CARLOS PRATES
6924379,CENTRO DE SAUDE RIO BRANCO
6924808,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
6924832,CENTRO DE SAUDE OSWALDO CRUZ
6924980,CENTRO DE SAUDE CARLOS CHAGAS
6926673,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
6926681,CENTRO DE SAUDE OSWALDO CRUZ
6930131,CENTRO DE SAUDE CACHOEIRINHA
6930239,CENTRO DE SAUDE CARLOS CHAGAS
6936660,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6936679,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6936830,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6942172,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6942601,CENTRO DE SAUDE CARLOS CHAGAS
6942679,CENTRO DE SAUDE CARLOS CHAGAS
6942717,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
6942725,CENTRO DE SAUDE CARLOS CHAGAS
6942768,CENTRO DE SAUDE SERRA VERDE
6944043,CENTRO DE SAUDE CARLOS CHAGAS
6944078,CENTRO DE SAUDE CARLOS CHAGAS
6944086,CENTRO DE SAUDE CARLOS PRATES
6944094,CENTRO DE SAUDE VILA LEONINA
6944108,CENTRO DE SAUDE POMPEIA
6944116,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
6944132,CENTRO DE SAUDE DOM CABRAL
6944159,CENTRO DE SAUDE PADRE TIAGO
6944167,CENTRO DE SAUDE CARLOS CHAGAS
6944191,CENTRO DE SAUDE RIO BRANCO
6944213,CENTRO DE SAUDE CARLOS CHAGAS
6944256,CENTRO DE SAUDE CONFISCO
6944264,CENTRO DE SAUDE SAO FRANCISCO
6944280,CENTRO DE SAUDE URUCUIA
6944299,CENTRO DE SAUDE CARLOS CHAGAS
6944302,CENTRO DE SAUDE CARLOS CHAGAS
6947581,CENTRO DE SAUDE TIA AMANCIA
6951619,CENTRO DE SAUDE CARLOS CHAGAS
6953271,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
6961541,CENTRO DE SAUDE OSWALDO CRUZ
6964273,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6969097,CENTRO DE SAUDE OSWALDO CRUZ
6969372,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6969968,CENTRO DE SAUDE CARLOS CHAGAS
6970214,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6977049,CENTRO DE SAUDE MENINO JESUS
6977057,CENTRO DE SAUDE CARLOS CHAGAS
6977065,CENTRO DE SAUDE MENINO JESUS
6977367,CENTRO DE SAUDE ANDRADAS
6980112,CENTRO DE SAUDE OSWALDO CRUZ
6980147,CENTRO DE SAUDE HORTO
6981151,CENTRO DE SAUDE OSWALDO CRUZ
6984835,CENTRO DE SAUDE CARLOS CHAGAS
6990746,CENTRO DE SAUDE OSWALDO CRUZ
6990827,CENTRO DE SAUDE SAO JORGE
6991831,CENTRO DE SAUDE CARLOS CHAGAS
6992242,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6997139,CENTRO DE SAUDE SAO FRANCISCO
6999344,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
6999352,CENTRO DE SAUDE OSWALDO CRUZ
6999360,CENTRO DE SAUDE OSWALDO CRUZ
7015313,CENTRO DE SAUDE OSWALDO CRUZ
7023383,CENTRO DE SAUDE VALE DO JATOBA
7023448,CENTRO DE SAUDE BOA VISTA
7023456,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
7023464,CENTRO DE SAUDE SANTA INES
7023472,CENTRO DE SAUDE CAMPO ALEGRE
7023499,CENTRO DE SAUDE SERRA VERDE
7026315,CENTRO DE SAUDE DOM ORIONE
7026323,CENTRO DE SAUDE MENINO JESUS
7026412,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7026420,CENTRO DE SAUDE MENINO JESUS
7038712,CENTRO DE SAUDE CARLOS CHAGAS
7039212,CENTRO DE SAUDE OSWALDO CRUZ
7050089,CENTRO DE SAUDE OSWALDO CRUZ
7050097,CENTRO DE SAUDE CARLOS CHAGAS
7050100,CENTRO DE SAUDE ANDRADAS
7050119,CENTRO DE SAUDE VILA LEONINA
7053673,CENTRO DE SAUDE DOM ORIONE
7054998,CENTRO DE SAUDE CARLOS PRATES
7058802,CENTRO DE SAUDE OSWALDO CRUZ
7064160,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7066929,CENTRO DE SAUDE VILA LEONINA
7067844,CENTRO DE SAUDE CARLOS CHAGAS
7071027,CENTRO DE SAUDE OSWALDO CRUZ
7071191,CENTRO DE SAUDE CARLOS CHAGAS
7071213,CENTRO DE SAUDE OSWALDO CRUZ
7079532,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7081618,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7081634,CENTRO DE SAUDE OSWALDO CRUZ
7082878,CENTRO DE SAUDE OSWALDO CRUZ
7096771,CENTRO DE SAUDE VILA LEONINA
7097360,CENTRO DE SAUDE CARLOS CHAGAS
7097395,CENTRO DE SAUDE CARLOS CHAGAS
7103603,CENTRO DE SAUDE MENINO JESUS
7104588,CENTRO DE SAUDE MENINO JESUS
7106645,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7117302,CENTRO DE SAUDE CARLOS CHAGAS
7117353,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7124708,CENTRO DE SAUDE CARLOS CHAGAS
7125135,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7132654,CENTRO DE SAUDE CARLOS CHAGAS
7136080,CENTRO DE SAUDE CARLOS CHAGAS
7136145,CENTRO DE SAUDE CARLOS CHAGAS
7136463,CENTRO DE SAUDE MENINO JESUS
7137699,CENTRO DE SAUDE CARLOS CHAGAS
7140355,CENTRO DE SAUDE SANTA RITA DE CASSIA
7143907,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7144253,CENTRO DE SAUDE CARLOS CHAGAS
7144261,CENTRO DE SAUDE OSWALDO CRUZ
7144423,CENTRO DE SAUDE DOM CABRAL
7144431,CENTRO DE SAUDE SANTA ROSA
7144466,CENTRO DE SAUDE CARLOS CHAGAS
7146167,CENTRO DE SAUDE CARLOS PRATES
7152582,CENTRO DE SAUDE MENINO JESUS
7158033,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7161492,CENTRO DE SAUDE SERRANO
7161654,CENTRO DE SAUDE SAO TOMAZ
7162561,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7166346,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7166966,CENTRO DE SAUDE CARLOS CHAGAS
7172990,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7173601,CENTRO DE SAUDE VERA CRUZ
7173628,CENTRO DE SAUDE SAO PAULO
7173636,CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO
7173644,CENTRO DE SAUDE JARDIM FELICIDADE
7173652,CENTRO DE SAUDE SERRANO
7180144,CENTRO DE SAUDE MENINO JESUS
7185782,CENTRO DE SAUDE CARLOS CHAGAS
7187602,CENTRO DE SAUDE MENINO JESUS
7187653,CENTRO DE SAUDE HORTO
7187661,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7191707,CENTRO DE SAUDE MENINO JESUS
7191715,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7194226,CENTRO DE SAUDE SANTA RITA DE CASSIA
7207379,CENTRO DE SAUDE MILIONARIOS
7207395,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7207417,CENTRO DE SAUDE OSWALDO CRUZ
7207433,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7208901,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7208987,CENTRO DE SAUDE MENINO JESUS
7209010,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7209142,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7209762,CENTRO DE SAUDE DOM BOSCO
7209797,CENTRO DE SAUDE SERRANO
7211007,CENTRO DE SAUDE CARLOS CHAGAS
7212011,CENTRO DE SAUDE MENINO JESUS
7212062,CENTRO DE SAUDE MENINO JESUS
7212267,CENTRO DE SAUDE CARLOS CHAGAS
7212283,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7216017,CENTRO DE SAUDE MENINO JESUS
7216327,CENTRO DE SAUDE SANTA AMELIA
7216335,CENTRO DE SAUDE GENTIL GOMES
7217692,CENTRO DE SAUDE HORTO
7218885,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7220413,CENTRO DE SAUDE CARLOS CHAGAS
7226381,CENTRO DE SAUDE CARLOS CHAGAS
7230842,CENTRO DE SAUDE OSWALDO CRUZ
7234562,CENTRO DE SAUDE CARLOS CHAGAS
7234570,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7239297,CENTRO DE SAUDE LISANDRA ANGELICA DAVID JUSTINO - TUNEL DE IBIRITE
7239300,CENTRO DE SAUDE DIAMANTE - TEIXEIRA DIAS
7239319,CENTRO DE SAUDE PARAISO
7239327,CENTRO DE SAUDE GOIANIA
7239335,CENTRO DE SAUDE DOM CABRAL
7239343,CENTRO DE SAUDE LAGOA
7245483,CENTRO DE SAUDE OSWALDO CRUZ
7246102,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7246110,CENTRO DE SAUDE OSWALDO CRUZ
7248806,CENTRO DE SAUDE MENINO JESUS
7254474,CENTRO DE SAUDE OSWALDO CRUZ
7261543,CENTRO DE SAUDE NORALDINO DE LIMA
7263503,CENTRO DE SAUDE HORTO
7265646,CENTRO DE SAUDE CARLOS CHAGAS
7265735,CENTRO DE SAUDE OSWALDO CRUZ
7265840,CENTRO DE SAUDE SAGRADA FAMILIA - MARCO ANTONIO DE MENEZES
7266731,CENTRO DE SAUDE OSWALDO CRUZ
7266847,CENTRO DE SAUDE OSWALDO CRUZ
7268653,CENTRO DE SAUDE OSWALDO CRUZ
7268726,CENTRO DE SAUDE OSWALDO CRUZ
7268742,CENTRO DE SAUDE OSWALDO CRUZ
7268750,CENTRO DE SAUDE OSWALDO CRUZ
7268769,CENTRO DE SAUDE OSWALDO CRUZ
7269307,CENTRO DE SAUDE CARLOS CHAGAS
7270100,CENTRO DE SAUDE HORTO
7271867,CENTRO DE SAUDE CIDADE OZANAN
7273029,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7276672,CENTRO DE SAUDE CARLOS CHAGAS
7276680,CENTRO DE SAUDE MENINO JESUS
7276699,CENTRO DE SAUDE OSWALDO CRUZ
7278063,CENTRO DE SAUDE SANTA INES
7278403,CENTRO DE SAUDE MENINO JESUS
7280548,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7281331,CENTRO DE SAUDE OSWALDO CRUZ
7287356,CENTRO DE SAUDE CARLOS CHAGAS
7287496,CENTRO DE SAUDE OSWALDO CRUZ
7288808,CENTRO DE SAUDE CARLOS CHAGAS
7290217,CENTRO DE SAUDE CARLOS CHAGAS
7290691,CENTRO DE SAUDE OSWALDO CRUZ
7291809,CENTRO DE SAUDE DOM BOSCO
7292430,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7303610,CENTRO DE SAUDE OSWALDO CRUZ
7313144,CENTRO DE SAUDE OSWALDO CRUZ
7313152,CENTRO DE SAUDE MENINO JESUS
7318952,CENTRO DE SAUDE MENINO JESUS
7320310,CENTRO DE SAUDE CARLOS CHAGAS
7320760,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7321406,CENTRO DE SAUDE SANTA RITA DE CASSIA
7323719,CENTRO DE SAUDE CARLOS CHAGAS
7326866,CENTRO DE SAUDE HORTO
7329563,CENTRO DE SAUDE HORTO
7330901,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7332947,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7337051,CENTRO DE SAUDE OSWALDO CRUZ
7337094,CENTRO DE SAUDE OSWALDO CRUZ
7337701,CENTRO DE SAUDE SAO JORGE
7341482,CENTRO DE SAUDE OSWALDO CRUZ
7341490,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7341539,CENTRO DE SAUDE OSWALDO CRUZ
7341547,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7341555,CENTRO DE SAUDE CARLOS CHAGAS
7342179,CENTRO DE SAUDE CARLOS CHAGAS
7344554,CENTRO DE SAUDE SAO PAULO
7346018,CENTRO DE SAUDE MENINO JESUS
7346980,CENTRO DE SAUDE AMILCAR VIANA MARTINS
7347006,CENTRO DE SAUDE MENINO JESUS
7348940,CENTRO DE SAUDE OSWALDO CRUZ
7349300,CENTRO DE SAUDE MENINO JESUS
7349742,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7350198,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
7351801,CENTRO DE SAUDE MENINO JESUS
7355424,CENTRO DE SAUDE PADRE EUSTAQUIO
7365497,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7370377,CENTRO DE SAUDE JARDIM EUROPA
7370393,CENTRO DE SAUDE VENTOSA
7370423,CENTRO DE SAUDE OSWALDO CRUZ
7372264,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7372345,CENTRO DE SAUDE OURO PRETO
7372450,CENTRO DE SAUDE VALE DO JATOBA
7372477,CENTRO DE SAUDE CARLOS CHAGAS
7372493,CENTRO DE SAUDE DOM JOAQUIM
7372507,CENTRO DE SAUDE REGINA
7374895,CENTRO DE SAUDE DOM BOSCO
7374933,CENTRO DE SAUDE SANTO ANTONIO
7376758,CENTRO DE SAUDE CACHOEIRINHA
7377363,CENTRO DE SAUDE OSWALDO CRUZ
7377398,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7377959,CENTRO DE SAUDE CARLOS CHAGAS
7383355,CENTRO DE SAUDE SAO JORGE
7384718,CENTRO DE SAUDE NORALDINO DE LIMA
7394292,CENTRO DE SAUDE SAO JOSE OPERARIO
7394349,CENTRO DE SAUDE SANTA AMELIA
7396740,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7397585,CENTRO DE SAUDE MENINO JESUS
7398220,CENTRO DE SAUDE SANTO ANTONIO
7401582,CENTRO DE SAUDE OSWALDO CRUZ
7402015,CENTRO DE SAUDE CARLOS CHAGAS
7402023,CENTRO DE SAUDE OSWALDO CRUZ
7404298,CENTRO DE SAUDE PADRE JOAQUIM MAIA
7408927,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7415176,CENTRO DE SAUDE OSWALDO CRUZ
7415184,CENTRO DE SAUDE JARDIM MONTANHES
7415214,CENTRO DE SAUDE OSWALDO CRUZ
7415419,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7415443,CENTRO DE SAUDE OSWALDO CRUZ
7417225,CENTRO DE SAUDE OSWALDO CRUZ
7417748,CENTRO DE SAUDE MENINO JESUS
7417756,CENTRO DE SAUDE OSWALDO CRUZ
7421575,CENTRO DE SAUDE CARLOS CHAGAS
7422040,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7422849,CENTRO DE SAUDE MENINO JESUS
7424728,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7424736,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7425279,CENTRO DE SAUDE OSWALDO CRUZ
7426739,CENTRO DE SAUDE OSWALDO CRUZ
7431724,CENTRO DE SAUDE CARLOS CHAGAS
7435118,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7435126,CENTRO DE SAUDE CARLOS CHAGAS
7435134,CENTRO DE SAUDE CARLOS CHAGAS
7435142,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7435169,CENTRO DE SAUDE BOM JESUS
7439288,CENTRO DE SAUDE GENTIL GOMES
7439296,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7439431,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7439458,CENTRO DE SAUDE CIDADE OZANAN
7439474,CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA
7439946,CENTRO DE SAUDE OURO PRETO
7441673,CENTRO DE SAUDE CARLOS CHAGAS
7447582,CENTRO DE SAUDE JARDIM MONTANHES
7447590,CENTRO DE SAUDE DOM ORIONE
7450966,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7451571,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7452713,CENTRO DE SAUDE HORTO
7453914,CENTRO DE SAUDE CARLOS CHAGAS
7461151,CENTRO DE SAUDE CAMPO ALEGRE
7461259,CENTRO DE SAUDE OSWALDO CRUZ
7461321,CENTRO DE SAUDE SANTA RITA DE CASSIA
7462298,CENTRO DE SAUDE GUARANI
7466579,CENTRO DE SAUDE CABANA
7467591,CENTRO DE SAUDE CARLOS CHAGAS
7467648,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7467737,CENTRO DE SAUDE CARLOS CHAGAS
7469179,CENTRO DE SAUDE MENINO JESUS
7469187,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7470703,CENTRO DE SAUDE OSWALDO CRUZ
7470711,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7471394,CENTRO DE SAUDE CARLOS CHAGAS
7472463,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7484542,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7484801,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7488505,CENTRO DE SAUDE CARLOS CHAGAS
7489161,CENTRO DE SAUDE MENINO JESUS
7491182,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7491662,CENTRO DE SAUDE SANTO ANTONIO
7494939,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7497385,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7500181,CENTRO DE SAUDE DOM ORIONE
7505817,CENTRO DE SAUDE ANDRADAS
7507089,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
7507593,CENTRO DE SAUDE CARLOS CHAGAS
7510616,CENTRO DE SAUDE CARLOS CHAGAS
7513194,CENTRO DE SAUDE OSWALDO CRUZ
7518005,CENTRO DE SAUDE CARLOS CHAGAS
7521227,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7539207,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7541139,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7541198,CENTRO DE SAUDE OSWALDO CRUZ
7545258,CENTRO DE SAUDE MENINO JESUS
7546467,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7550774,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7554206,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
7554907,CENTRO DE SAUDE MENINO JESUS
7556101,CENTRO DE SAUDE CARLOS PRATES
7557477,CENTRO DE SAUDE CARLOS CHAGAS
7557558,CENTRO DE SAUDE SAO JORGE
7559275,CENTRO DE SAUDE OSWALDO CRUZ
7561458,CENTRO DE SAUDE CARLOS CHAGAS
7562306,CENTRO DE SAUDE OSWALDO CRUZ
7562888,CENTRO DE SAUDE OSWALDO CRUZ
7576099,CENTRO DE SAUDE CARLOS CHAGAS
7578881,CENTRO DE SAUDE SANTA RITA DE CASSIA
7581033,CENTRO DE SAUDE MANTIQUEIRA
7583486,CENTRO DE SAUDE MENINO JESUS
7584369,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7585411,CENTRO DE SAUDE CARLOS CHAGAS
7585470,CENTRO DE SAUDE OSWALDO CRUZ
7585993,CENTRO DE SAUDE MANTIQUEIRA
7586000,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7586663,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7600011,CENTRO DE SAUDE PADRE EUSTAQUIO
7601352,CENTRO DE SAUDE OSWALDO CRUZ
7614292,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7616147,CENTRO DE SAUDE CARLOS CHAGAS
7617445,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
7624336,CENTRO DE SAUDE JARDIM EUROPA
7627041,CENTRO DE SAUDE CARLOS CHAGAS
7627653,CENTRO DE SAUDE CARLOS PRATES
7629273,CENTRO DE SAUDE SERRANO
7631227,CENTRO DE SAUDE CAMPO ALEGRE
7631286,CENTRO DE SAUDE FLORAMAR
7631928,CENTRO DE SAUDE OSWALDO CRUZ
7632983,CENTRO DE SAUDE MENINO JESUS
7633327,CENTRO DE SAUDE CONJUNTO BETANIA
7637853,CENTRO DE SAUDE OSWALDO CRUZ
7638329,CENTRO DE SAUDE CARLOS CHAGAS
7642431,CENTRO DE SAUDE SAO JORGE
7642466,CENTRO DE SAUDE CARLOS CHAGAS
7642512,CENTRO DE SAUDE CARLOS CHAGAS
7648456,CENTRO DE SAUDE NORALDINO DE LIMA
7650590,CENTRO DE SAUDE MENINO JESUS
7653255,CENTRO DE SAUDE SANTO ANTONIO
7654138,CENTRO DE SAUDE OSWALDO CRUZ
7655355,CENTRO DE SAUDE TIA AMANCIA
7662521,CENTRO DE SAUDE PARAISO
7662548,CENTRO DE SAUDE GUARANI
7662556,CENTRO DE SAUDE OSWALDO CRUZ
7662564,CENTRO DE SAUDE MILIONARIOS
7662572,CENTRO DE SAUDE SAO JORGE
7664540,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7665806,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7666632,CENTRO DE SAUDE OSWALDO CRUZ
7670079,CENTRO DE SAUDE CARLOS CHAGAS
7674597,CENTRO DE SAUDE MIRAMAR - EDUARDO MAURO DE ARAUJO
7678010,CENTRO DE SAUDE MENINO JESUS
7679939,CENTRO DE SAUDE SANTA AMELIA
7680422,CENTRO DE SAUDE OSWALDO CRUZ
7684878,CENTRO DE SAUDE OSWALDO CRUZ
7685696,CENTRO DE SAUDE DOM ORIONE
7685750,CENTRO DE SAUDE CONJUNTO SANTA MARIA
7686617,CENTRO DE SAUDE OSWALDO CRUZ
7687370,CENTRO DE SAUDE SAO JORGE
7688091,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7689446,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
7690738,CENTRO DE SAUDE CAMPO ALEGRE
7691327,CENTRO DE SAUDE MENINO JESUS
7692153,CENTRO DE SAUDE CARLOS CHAGAS
7692420,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7692463,CENTRO DE SAUDE MENINO JESUS
7692951,CENTRO DE SAUDE MENINO JESUS
7708998,CENTRO DE SAUDE OSWALDO CRUZ
7711018,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7712537,CENTRO DE SAUDE CARLOS CHAGAS
7713428,CENTRO DE SAUDE OSWALDO CRUZ
7716303,CENTRO DE SAUDE CARLOS CHAGAS
7717415,CENTRO DE SAUDE CARLOS CHAGAS
7719000,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7719019,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7720041,CENTRO DE SAUDE OSWALDO CRUZ
7724241,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7733321,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7734611,CENTRO DE SAUDE MENINO JESUS
7737769,CENTRO DE SAUDE SAO JORGE
7739311,CENTRO DE SAUDE MENINO JESUS
7741456,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7742282,CENTRO DE SAUDE SERRA VERDE
7744269,CENTRO DE SAUDE SAO FRANCISCO
7744927,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7744935,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7748051,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7750153,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7750196,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7750919,CENTRO DE SAUDE OSWALDO CRUZ
7751982,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7755090,CENTRO DE SAUDE CARLOS CHAGAS
7758707,CENTRO DE SAUDE DOM ORIONE
7758790,CENTRO DE SAUDE NORALDINO DE LIMA
7761147,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7761155,CENTRO DE SAUDE OSWALDO CRUZ
7762712,CENTRO DE SAUDE CARLOS CHAGAS
7762771,CENTRO DE SAUDE SAO JORGE
7766122,CENTRO DE SAUDE PADRE EUSTAQUIO
7768842,CENTRO DE SAUDE SERRANO
7768974,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7771010,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7771657,CENTRO DE SAUDE OSWALDO CRUZ
7772106,CENTRO DE SAUDE TREVO
7774583,CENTRO DE SAUDE MENINO JESUS
7774729,CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO
7775350,CENTRO DE SAUDE NORALDINO DE LIMA
7778414,CENTRO DE SAUDE CARLOS CHAGAS
7779879,CENTRO DE SAUDE JARDIM EUROPA
7781024,CENTRO DE SAUDE NOSSA SENHORA DE FATIMA
7783299,CENTRO DE SAUDE CARLOS CHAGAS
7785550,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS
7786565,CENTRO DE SAUDE POMPEIA
7788568,CENTRO DE SAUDE MENINO JESUS
7789351,CENTRO DE SAUDE JARDIM MONTANHES
7791992,CENTRO DE SAUDE CARLOS CHAGAS
7796277,CENTRO DE SAUDE OSWALDO CRUZ
7797486,CENTRO DE SAUDE NOSSA SENHORA APARECIDA
7799365,CENTRO DE SAUDE OSWALDO CRUZ
7799756,CENTRO DE SAUDE VILA LEONINA
7799799,CENTRO DE SAUDE VILA LEONINA
7799802,CENTRO DE SAUDE CIDADE OZANAN
7799810,CENTRO DE SAUDE SANTA MONICA II - ALAMEDA DOS IPES
7801378,CENTRO DE SAUDE OSWALDO CRUZ
