nome_cs,faixa_etaria,pop_faixa
CENTRO DE SAUDE SAO FRANCISCO,15-19,200
CENTRO DE SAUDE SAO FRANCISCO,20-24,276
CENTRO DE SAUDE SAO FRANCISCO,25-29,263
CENTRO DE SAUDE SAO FRANCISCO,30-39,542
CENTRO DE SAUDE SAO FRANCISCO,40-49,492
CENTRO DE SAUDE SAO FRANCISCO,50-59,405
CENTRO DE SAUDE SAO FRANCISCO,60-69,349
CENTRO DE SAUDE SAO FRANCISCO,70+,240
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,0-4,644
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,5-9,798
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,10-14,779
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,15-19,891
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,20-24,1056
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,25-29,1051
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,30-39,2075
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,40-49,2191
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,50-59,1791
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,60-69,1425
CENTRO DE SAUDE SAO GABRIEL - FABIO CORREA LIMA,70+,1280
CENTRO DE SAUDE SAO GERALDO,0-4,394
CENTRO DE SAUDE SAO GERALDO,5-9,492
CENTRO DE SAUDE SAO GERALDO,10-14,444
CENTRO DE SAUDE SAO GERALDO,15-19,523
CENTRO DE SAUDE SAO GERALDO,20-24,685
CENTRO DE SAUDE SAO GERALDO,25-29,663
CENTRO DE SAUDE SAO GERALDO,30-39,1329
CENTRO DE SAUDE SAO GERALDO,40-49,1423
CENTRO DE SAUDE SAO GERALDO,50-59,1332
CENTRO DE SAUDE SAO GERALDO,60-69,1260
CENTRO DE SAUDE SAO GERALDO,70+,1081
CENTRO DE SAUDE SAO JORGE,0-4,1870
CENTRO DE SAUDE SAO JORGE,5-9,1991
CENTRO DE SAUDE SAO JORGE,10-14,1851
CENTRO DE SAUDE SAO JORGE,15-19,2025
CENTRO DE SAUDE SAO JORGE,20-24,2701
CENTRO DE SAUDE SAO JORGE,25-29,2961
CENTRO DE SAUDE SAO JORGE,30-39,6278
CENTRO DE SAUDE SAO JORGE,40-49,6273
CENTRO DE SAUDE SAO JORGE,50-59,5500
CENTRO DE SAUDE SAO JORGE,60-69,5244
CENTRO DE SAUDE SAO JORGE,70+,5327
CENTRO DE SAUDE SAO JOSE,0-4,363
CENTRO DE SAUDE SAO JOSE,5-9,421
CENTRO DE SAUDE SAO JOSE,10-14,446
CENTRO DE SAUDE SAO JOSE,15-19,510
CENTRO DE SAUDE SAO JOSE,20-24,643
CENTRO DE SAUDE SAO JOSE,25-29,600
CENTRO DE SAUDE SAO JOSE,30-39,1158
CENTRO DE SAUDE SAO JOSE,40-49,1197
CENTRO DE SAUDE SAO JOSE,50-59,1147
CENTRO DE SAUDE SAO JOSE,60-69,783
CENTRO DE SAUDE SAO JOSE,70+,811
CENTRO DE SAUDE SAO JOSE OPERARIO,0-4,332
CENTRO DE SAUDE SAO JOSE OPERARIO,5-9,389
CENTRO DE SAUDE SAO JOSE OPERARIO,10-14,412
CENTRO DE SAUDE SAO JOSE OPERARIO,15-19,459
CENTRO DE SAUDE SAO JOSE OPERARIO,20-24,598
CENTRO DE SAUDE SAO JOSE OPERARIO,25-29,537
CENTRO DE SAUDE SAO JOSE OPERARIO,30-39,1143
CENTRO DE SAUDE SAO JOSE OPERARIO,40-49,1228
CENTRO DE SAUDE SAO JOSE OPERARIO,50-59,1207
CENTRO DE SAUDE SAO JOSE OPERARIO,60-69,1034
CENTRO DE SAUDE SAO JOSE OPERARIO,70+,985
CENTRO DE SAUDE SAO MARCOS,0-4,505
CENTRO DE SAUDE SAO MARCOS,5-9,629
CENTRO DE SAUDE SAO MARCOS,10-14,597
CENTRO DE SAUDE SAO MARCOS,15-19,660
CENTRO DE SAUDE SAO MARCOS,20-24,726
CENTRO DE SAUDE SAO MARCOS,25-29,712
CENTRO DE SAUDE SAO MARCOS,30-39,1593
CENTRO DE SAUDE SAO MARCOS,40-49,1733
CENTRO DE SAUDE SAO MARCOS,50-59,1425
CENTRO DE SAUDE SAO MARCOS,60-69,1102
CENTRO DE SAUDE SAO MARCOS,70+,737
CENTRO DE SAUDE SAO MIGUEL ARCANJO,0-4,781
CENTRO DE SAUDE SAO MIGUEL ARCANJO,5-9,799
CENTRO DE SAUDE SAO MIGUEL ARCANJO,10-14,805
CENTRO DE SAUDE SAO MIGUEL ARCANJO,15-19,858
CENTRO DE SAUDE SAO MIGUEL ARCANJO,20-24,1006
CENTRO DE SAUDE SAO MIGUEL ARCANJO,25-29,900
CENTRO DE SAUDE SAO MIGUEL ARCANJO,30-39,1632
CENTRO DE SAUDE SAO MIGUEL ARCANJO,40-49,1278
CENTRO DE SAUDE SAO MIGUEL ARCANJO,50-59,852
CENTRO DE SAUDE SAO MIGUEL ARCANJO,60-69,548
CENTRO DE SAUDE SAO MIGUEL ARCANJO,70+,329
CENTRO DE SAUDE SAO PAULO,0-4,553
CENTRO DE SAUDE SAO PAULO,5-9,629
CENTRO DE SAUDE SAO PAULO,10-14,633
CENTRO DE SAUDE SAO PAULO,15-19,710
CENTRO DE SAUDE SAO PAULO,20-24,919
CENTRO DE SAUDE SAO PAULO,25-29,920
CENTRO DE SAUDE SAO PAULO,30-39,1739
CENTRO DE SAUDE SAO PAULO,40-49,1734
CENTRO DE SAUDE SAO PAULO,50-59,1668
CENTRO DE SAUDE SAO PAULO,60-69,1257
CENTRO DE SAUDE SAO PAULO,70+,1123
CENTRO DE SAUDE SAO TOMAZ,0-4,463
CENTRO DE SAUDE SAO TOMAZ,5-9,502
CENTRO DE SAUDE SAO TOMAZ,10-14,494
CENTRO DE SAUDE SAO TOMAZ,15-19,604
CENTRO DE SAUDE SAO TOMAZ,20-24,765
CENTRO DE SAUDE SAO TOMAZ,25-29,761
CENTRO DE SAUDE SAO TOMAZ,30-39,1250
CENTRO DE SAUDE SAO TOMAZ,40-49,1419
CENTRO DE SAUDE SAO TOMAZ,50-59,1434
CENTRO DE SAUDE SAO TOMAZ,60-69,1007
CENTRO DE SAUDE SAO TOMAZ,70+,1171
CENTRO DE SAUDE SERRA VERDE,0-4,664
CENTRO DE SAUDE SERRA VERDE,5-9,784
CENTRO DE SAUDE SERRA VERDE,10-14,842
CENTRO DE SAUDE SERRA VERDE,15-19,897
CENTRO DE SAUDE SERRA VERDE,20-24,1073
CENTRO DE SAUDE SERRA VERDE,25-29,932
CENTRO DE SAUDE SERRA VERDE,30-39,2034
CENTRO DE SAUDE SERRA VERDE,40-49,2403
CENTRO DE SAUDE SERRA VERDE,50-59,1809
CENTRO DE SAUDE SERRA VERDE,60-69,1458
CENTRO DE SAUDE SERRA VERDE,70+,1040
CENTRO DE SAUDE SERRANO,0-4,1225
CENTRO DE SAUDE SERRANO,5-9,1364
CENTRO DE SAUDE SERRANO,10-14,1223
CENTRO DE SAUDE SERRANO,15-19,1266
CENTRO DE SAUDE SERRANO,20-24,1527
CENTRO DE SAUDE SERRANO,25-29,1679
CENTRO DE SAUDE SERRANO,30-39,4129
CENTRO DE SAUDE SERRANO,40-49,4541
CENTRO DE SAUDE SERRANO,50-59,3624
CENTRO DE SAUDE SERRANO,60-69,2740
CENTRO DE SAUDE SERRANO,70+,3012
CENTRO DE SAUDE TAQUARIL,0-4,915
CENTRO DE SAUDE TAQUARIL,5-9,1049
CENTRO DE SAUDE TAQUARIL,10-14,1070
CENTRO DE SAUDE TAQUARIL,15-19,1023
CENTRO DE SAUDE TAQUARIL,20-24,1238
CENTRO DE SAUDE TAQUARIL,25-29,1272
CENTRO DE SAUDE TAQUARIL,30-39,2275
CENTRO DE SAUDE TAQUARIL,40-49,2138
CENTRO DE SAUDE TAQUARIL,50-59,1691
CENTRO DE SAUDE TAQUARIL,60-69,1082
CENTRO DE SAUDE TAQUARIL,70+,743
CENTRO DE SAUDE TIA AMANCIA,0-4,674
CENTRO DE SAUDE TIA AMANCIA,5-9,721
CENTRO DE SAUDE TIA AMANCIA,10-14,641
CENTRO DE SAUDE TIA AMANCIA,15-19,673
CENTRO DE SAUDE TIA AMANCIA,20-24,769
CENTRO DE SAUDE TIA AMANCIA,25-29,1035
CENTRO DE SAUDE TIA AMANCIA,30-39,2482
CENTRO DE SAUDE TIA AMANCIA,40-49,2626
CENTRO DE SAUDE TIA AMANCIA,50-59,2087
CENTRO DE SAUDE TIA AMANCIA,60-69,2486
CENTRO DE SAUDE TIA AMANCIA,70+,3377
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,0-4,600
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,5-9,743
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,10-14,706
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,15-19,784
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,20-24,976
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,25-29,1082
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,30-39,2103
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,40-49,2329
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,50-59,2218
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,60-69,1523
CENTRO DE SAUDE TIROL - FRANCISCO GOMES BARBOSA,70+,1364
CENTRO DE SAUDE TREVO,0-4,874
CENTRO DE SAUDE TREVO,5-9,1036
CENTRO DE SAUDE TREVO,10-14,993
CENTRO DE SAUDE TREVO,15-19,1069
CENTRO DE SAUDE TREVO,20-24,1090
CENTRO DE SAUDE TREVO,25-29,1180
CENTRO DE SAUDE TREVO,30-39,2182
CENTRO DE SAUDE TREVO,40-49,2292
CENTRO DE SAUDE TREVO,50-59,1877
CENTRO DE SAUDE TREVO,60-69,1096
CENTRO DE SAUDE TREVO,70+,790
CENTRO DE SAUDE TUPI,0-4,420
CENTRO DE SAUDE TUPI,5-9,439
CENTRO DE SAUDE TUPI,10-14,496
CENTRO DE SAUDE TUPI,15-19,532
CENTRO DE SAUDE TUPI,20-24,657
CENTRO DE SAUDE TUPI,25-29,640
CENTRO DE SAUDE TUPI,30-39,1194
CENTRO DE SAUDE TUPI,40-49,1337
CENTRO DE SAUDE TUPI,50-59,1215
CENTRO DE SAUDE TUPI,60-69,756
CENTRO DE SAUDE TUPI,70+,747
CENTRO DE SAUDE URUCUIA,0-4,1002
CENTRO DE SAUDE URUCUIA,5-9,1064
CENTRO DE SAUDE URUCUIA,10-14,1063
CENTRO DE SAUDE URUCUIA,15-19,1040
CENTRO DE SAUDE URUCUIA,20-24,1302
CENTRO DE SAUDE URUCUIA,25-29,1322
CENTRO DE SAUDE URUCUIA,30-39,2816
CENTRO DE SAUDE URUCUIA,40-49,2755
CENTRO DE SAUDE URUCUIA,50-59,2110
CENTRO DE SAUDE URUCUIA,60-69,1531
CENTRO DE SAUDE URUCUIA,70+,1041
CENTRO DE SAUDE VALE DO JATOBA,0-4,803
CENTRO DE SAUDE VALE DO JATOBA,5-9,968
CENTRO DE SAUDE VALE DO JATOBA,10-14,921
CENTRO DE SAUDE VALE DO JATOBA,15-19,1050
CENTRO DE SAUDE VALE DO JATOBA,20-24,1157
CENTRO DE SAUDE VALE DO JATOBA,25-29,1169
CENTRO DE SAUDE VALE DO JATOBA,30-39,2212
CENTRO DE SAUDE VALE DO JATOBA,40-49,2256
CENTRO DE SAUDE VALE DO JATOBA,50-59,2145
CENTRO DE SAUDE VALE DO JATOBA,60-69,1527
CENTRO DE SAUDE VALE DO JATOBA,70+,1204
CENTRO DE SAUDE VENTOSA,0-4,1136
CENTRO DE SAUDE VENTOSA,5-9,1179
CENTRO DE SAUDE VENTOSA,10-14,1240
CENTRO DE SAUDE VENTOSA,15-19,1322
CENTRO DE SAUDE VENTOSA,20-24,1486
CENTRO DE SAUDE VENTOSA,25-29,1722
CENTRO DE SAUDE VENTOSA,30-39,3641
CENTRO DE SAUDE VENTOSA,40-49,3522
CENTRO DE SAUDE VENTOSA,50-59,2764
CENTRO DE SAUDE VENTOSA,60-69,2299
CENTRO DE SAUDE VENTOSA,70+,1794
CENTRO DE SAUDE VERA CRUZ,0-4,628
CENTRO DE SAUDE VERA CRUZ,5-9,751
CENTRO DE SAUDE VERA CRUZ,10-14,773
CENTRO DE SAUDE VERA CRUZ,15-19,825
CENTRO DE SAUDE VERA CRUZ,20-24,951
CENTRO DE SAUDE VERA CRUZ,25-29,993
CENTRO DE SAUDE VERA CRUZ,30-39,1988
CENTRO DE SAUDE VERA CRUZ,40-49,1887
CENTRO DE SAUDE VERA CRUZ,50-59,1967
CENTRO DE SAUDE VERA CRUZ,60-69,1576
CENTRO DE SAUDE VERA CRUZ,70+,1373
CENTRO DE SAUDE VILA CEMIG,0-4,607
CENTRO DE SAUDE VILA CEMIG,5-9,616
CENTRO DE SAUDE VILA CEMIG,10-14,613
CENTRO DE SAUDE VILA CEMIG,15-19,626
CENTRO DE SAUDE VILA CEMIG,20-24,714
CENTRO DE SAUDE VILA CEMIG,25-29,682
CENTRO DE SAUDE VILA CEMIG,30-39,1166
CENTRO DE SAUDE VILA CEMIG,40-49,1080
CENTRO DE SAUDE VILA CEMIG,50-59,770
CENTRO DE SAUDE VILA CEMIG,60-69,496
CENTRO DE SAUDE VILA CEMIG,70+,343
CENTRO DE SAUDE VILA IMPERIAL,0-4,397
CENTRO DE SAUDE VILA IMPERIAL,5-9,442
CENTRO DE SAUDE VILA IMPERIAL,10-14,421
CENTRO DE SAUDE VILA IMPERIAL,15-19,483
CENTRO DE SAUDE VILA IMPERIAL,20-24,542
CENTRO DE SAUDE VILA IMPERIAL,25-29,586
CENTRO DE SAUDE VILA IMPERIAL,30-39,1118
CENTRO DE SAUDE VILA IMPERIAL,40-49,1150
CENTRO DE SAUDE VILA IMPERIAL,50-59,1033
CENTRO DE SAUDE VILA IMPERIAL,60-69,777
CENTRO DE SAUDE VILA IMPERIAL,70+,618
CENTRO DE SAUDE VILA LEONINA,0-4,1312
CENTRO DE SAUDE VILA LEONINA,5-9,1505
CENTRO DE SAUDE VILA LEONINA,10-14,1508
CENTRO DE SAUDE VILA LEONINA,15-19,1610
CENTRO DE SAUDE VILA LEONINA,20-24,2086
CENTRO DE SAUDE VILA LEONINA,25-29,2022
CENTRO DE SAUDE VILA LEONINA,30-39,3803
CENTRO DE SAUDE VILA LEONINA,40-49,3819
CENTRO DE SAUDE VILA LEONINA,50-59,2872
CENTRO DE SAUDE VILA LEONINA,60-69,1863
CENTRO DE SAUDE VILA LEONINA,70+,1367
CENTRO DE SAUDE VILA MARIA,0-4,796
CENTRO DE SAUDE VILA MARIA,5-9,925
CENTRO DE SAUDE VILA MARIA,10-14,879
CENTRO DE SAUDE VILA MARIA,15-19,890
CENTRO DE SAUDE VILA MARIA,20-24,1079
CENTRO DE SAUDE VILA MARIA,25-29,945
CENTRO DE SAUDE VILA MARIA,30-39,1965
CENTRO DE SAUDE VILA MARIA,40-49,1972
CENTRO DE SAUDE VILA MARIA,50-59,1253
CENTRO DE SAUDE VILA MARIA,60-69,971
CENTRO DE SAUDE VILA MARIA,70+,612
CENTRO DE SAUDE VILA PINHO,0-4,1080
CENTRO DE SAUDE VILA PINHO,5-9,1269
CENTRO DE SAUDE VILA PINHO,10-14,1300
CENTRO DE SAUDE VILA PINHO,15-19,1330
CENTRO DE SAUDE VILA PINHO,20-24,1410
CENTRO DE SAUDE VILA PINHO,25-29,1213
CENTRO DE SAUDE VILA PINHO,30-39,2583
CENTRO DE SAUDE VILA PINHO,40-49,2625
CENTRO DE SAUDE VILA PINHO,50-59,1654
CENTRO DE SAUDE VILA PINHO,60-69,1207
CENTRO DE SAUDE VILA PINHO,70+,700
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,0-4,1054
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,5-9,1246
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,10-14,1210
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,15-19,1199
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,20-24,1540
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,25-29,1825
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,30-39,4016
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,40-49,4067
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,50-59,3618
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,60-69,3784
CENTRO DE SAUDE VILAS REUNIDAS - LEOPOLDO CRISOSTOMO DE CASTRO,70+,3725
CENTRO DE SAUDE VISTA ALEGRE,0-4,560
CENTRO DE SAUDE VISTA ALEGRE,5-9,703
CENTRO DE SAUDE VISTA ALEGRE,10-14,660
CENTRO DE SAUDE VISTA ALEGRE,15-19,793
CENTRO DE SAUDE VISTA ALEGRE,20-24,948
CENTRO DE SAUDE VISTA ALEGRE,25-29,935
CENTRO DE SAUDE VISTA ALEGRE,30-39,1605
CENTRO DE SAUDE VISTA ALEGRE,40-49,1662
CENTRO DE SAUDE VISTA ALEGRE,50-59,1640
CENTRO DE SAUDE VISTA ALEGRE,60-69,1248
CENTRO DE SAUDE VISTA ALEGRE,70+,980
CENTRO DE SAUDE WALDOMIRO LOBO,0-4,344
CENTRO DE SAUDE WALDOMIRO LOBO,5-9,356
CENTRO DE SAUDE WALDOMIRO LOBO,10-14,371
CENTRO DE SAUDE WALDOMIRO LOBO,15-19,382
CENTRO DE SAUDE WALDOMIRO LOBO,20-24,535
CENTRO DE SAUDE WALDOMIRO LOBO,25-29,509
CENTRO DE SAUDE WALDOMIRO LOBO,30-39,844
CENTRO DE SAUDE WALDOMIRO LOBO,40-49,856
CENTRO DE SAUDE WALDOMIRO LOBO,50-59,791
CENTRO DE SAUDE WALDOMIRO LOBO,60-69,518
CENTRO DE SAUDE WALDOMIRO LOBO,70+,391
CENTRO DE SAUDE ZILAH SPOSITO,0-4,976
CENTRO DE SAUDE ZILAH SPOSITO,5-9,992
CENTRO DE SAUDE ZILAH SPOSITO,10-14,952
CENTRO DE SAUDE ZILAH SPOSITO,15-19,919
CENTRO DE SAUDE ZILAH SPOSITO,20-24,930
CENTRO DE SAUDE ZILAH SPOSITO,25-29,1028
CENTRO DE SAUDE ZILAH SPOSITO,30-39,1826
CENTRO DE SAUDE ZILAH SPOSITO,40-49,1670
CENTRO DE SAUDE ZILAH SPOSITO,50-59,1222
CENTRO DE SAUDE ZILAH SPOSITO,60-69,616
CENTRO DE SAUDE ZILAH SPOSITO,70+,246
